time_s,joint_0_position,tau_box,tau_ass_total,tau_w,tau_meas_0
0.000000,0.026024842935931453,,,,
0.000805,0.026570324906206932,,,,
0.002033,,,,,-2.3642208576202393
0.002053,,0.0,,,
0.002055,,,,2.922206328203466,
0.002101,,,0.0,,
0.004968,0.027231055172655592,,,,
0.005135,,,,,-2.518845319747925
0.005151,,,,2.9705756495579734,
0.005161,,0.0,,,
0.005171,,,0.0,,
0.009695,0.027613351947136468,,,,
0.009915,,,,,-2.8321876525878906
0.009946,,0.0,,,
0.009948,,,,3.020165292240737,
0.009958,,,0.0,,
0.015169,0.02842248686532979,,,,
0.015384,,,,,-2.9436895847320557
0.015425,,,0.0,,
0.015431,,0.0,,,
0.015436,,,,3.0750172402692386,
0.020203,0.028906649551506194,,,,
0.020422,,0.0,,,
0.020426,,,,,-3.269575595855713
0.020431,,,,3.1313605936168756,
0.020456,,,0.0,,
0.025108,0.029395605927644744,,,,
0.025510,,,,,-3.402252197265625
0.025572,,,,3.1886777554392274,
0.025592,,0.0,,,
0.025612,,,0.0,,
0.029677,0.030001208759528764,,,,
0.029825,,,,,-3.4794538021087646
0.029911,,,0.0,,
0.029926,,0.0,,,
0.029941,,,,3.247441401834472,
0.034814,0.030241692205962917,,,,
0.034986,,,0.0,,
0.035005,,0.0,,,
0.035022,,,,,-3.7481307983398438
0.035039,,,,3.304040408260526,
0.040379,0.030615600023010045,,,,
0.040551,,,,,-3.834437847137451
0.040568,,,,3.3593496774992824,
0.040634,,,0.0,,
0.040653,,0.0,,,
0.044985,0.03073384437540956,,,,
0.045183,,,,,-4.015529155731201
0.045186,,,,3.4110662102339666,
0.045204,,,0.0,,
0.045207,,0.0,,,
0.049553,0.030862275318978633,,,,
0.049786,,,,,-4.048507213592529
0.049791,,,,3.4590548659515212,
0.049816,,,0.0,,
0.049819,,0.0,,,
0.055141,0.03088804140252515,,,,
0.055521,,,,,-4.148155212402344
0.055554,,0.0,,,
0.055556,,,,3.5028774293680836,
0.055567,,,0.0,,
0.060329,0.03088884035085217,,,,
0.060693,,,,,-4.208403587341309
0.060738,,,,3.5418948259365655,
0.060755,,0.0,,,
0.060766,,,0.0,,
0.065094,0.03082452501052676,,,,
0.065313,,,,,-4.241419792175293
0.065344,,,,3.576631793799982,
0.065360,,0.0,,,
0.065370,,,0.0,,
0.069944,0.03078018337837694,,,,
0.070239,,,,,-4.177664279937744
0.070278,,,,3.6068895574862543,
0.070295,,0.0,,,
0.070305,,,0.0,,
0.074913,0.03061480107468302,,,,
0.075173,,,,,-4.017615795135498
0.075203,,,,3.632593912100854,
0.075223,,,0.0,,
0.075226,,0.0,,,
0.079573,0.030447820874335053,,,,
0.079690,,,,,-3.741157054901123
0.079705,,,,3.6536843779039696,
0.079728,,,0.0,,
0.079730,,0.0,,,
0.086146,0.03005194197829477,,,,
0.086329,,0.0,,,
0.086334,,,,,-3.610586643218994
0.086338,,,,3.6688969249916807,
0.086355,,,0.0,,
0.089899,0.029640883064041043,,,,
0.090080,,,,,-3.3814101219177246
0.090086,,,,3.6782467631302307,
0.090103,,,0.0,,
0.090108,,0.0,,,
0.094610,0.029236215736403504,,,,
0.094770,,,,,-3.093528985977173
0.094774,,,,3.6822306430147327,
0.094790,,,0.0,,
0.094794,,0.0,,,
0.099908,0.02831622673783563,,,,
0.100159,,,0.0,,
0.100163,,0.0,,,
0.100166,,,,,-2.9992120265960693
0.100171,,,,3.676414372482308,
0.105075,0.027688253352794946,,,,
0.105505,,,0.0,,
0.105520,,0.0,,,
0.105535,,,,,-2.731090784072876
0.105551,,,,3.663560161330168,
0.109846,0.02692585691173251,,,,
0.109862,,,,,-2.575836658477783
0.109961,,,0.0,,
0.109977,,0.0,,,
0.109992,,,,3.6428682571121573,
0.115400,0.02597730551047354,,,,
0.115552,,,0.0,,
0.115568,,0.0,,,
0.115583,,,,,-2.4558520317077637
0.115599,,,,3.61304744358037,
0.119847,0.025211313801939497,,,,
0.120001,,,0.0,,
0.120016,,0.0,,,
0.120031,,,,,-2.1916964054107666
0.120047,,,,3.576907473347374,
0.125306,0.024565164342459023,,,,
0.125465,,,0.0,,
0.125482,,0.0,,,
0.125497,,,,,-1.9278104305267334
0.125514,,,,3.534388879594255,
0.129827,0.023808160802604,,,,
0.129978,,,0.0,,
0.129994,,0.0,,,
0.130009,,,,,-1.6476768255233765
0.130025,,,,3.4859943608540727,
0.135277,0.02308691020038329,,,,
0.135421,,,0.0,,
0.135436,,0.0,,,
0.135451,,,,,-1.4056603908538818
0.135466,,,,3.4329457673972716,
0.140251,0.02221545731268211,,,,
0.140382,,,,,-1.1947927474975586
0.140465,,,0.0,,
0.140479,,0.0,,,
0.140494,,,,3.3737821687489604,
0.145144,0.021605260527917707,,,,
0.145301,,,0.0,,
0.145317,,0.0,,,
0.145332,,,,,-1.0067973136901855
0.145349,,,,3.3120349508993345,
0.149710,0.020811105890856076,,,,
0.149813,,0.0,,,
0.149820,,,,,-0.9163166880607605
0.149828,,,,3.2470149913216795,
0.149862,,,0.0,,
0.155946,0.020072278425440845,,,,
0.156120,,,0.0,,
0.156135,,0.0,,,
0.156150,,,,,-0.7102925181388855
0.156165,,,,3.1789863037252672,
0.159496,0.01953079119680048,,,,
0.159634,,,,,-0.5389384031295776
0.159730,,,0.0,,
0.159748,,0.0,,,
0.159764,,,,3.1108002421011265,
0.164624,0.018927984684061046,,,,
0.164940,,,,,-0.4840048849582672
0.164968,,,,3.04237659340586,
0.164978,,0.0,,,
0.164994,,,0.0,,
0.169669,0.01837790876090518,,,,
0.169858,,,,,-0.4835849106311798
0.169892,,,,2.974261293550143,
0.169910,,,0.0,,
0.169912,,0.0,,,
0.174580,0.018010192793392492,,,,
0.174863,,,,,-0.32890230417251587
0.174905,,,,2.9085099796751295,
0.174928,,,0.0,,
0.174931,,0.0,,,
0.179913,0.017688416354683666,,,,
0.180126,,,,,-0.23233401775360107
0.180166,,,,2.84528112351602,
0.180178,,0.0,,,
0.180204,,,0.0,,
0.184625,0.017545204867064658,,,,
0.185010,,,0.0,,
0.185028,,0.0,,,
0.185047,,,,,-0.19391494989395142
0.185062,,,,2.7862387685188197,
0.189688,0.017497467704524983,,,,
0.189781,,,0.0,,
0.189783,,0.0,,,
0.189785,,,,,-0.19955024123191833
0.189787,,,,2.7320669233346315,
0.194964,0.017509252192348588,,,,
0.195229,,,,,-0.23260042071342468
0.195250,,,,2.683326971447646,
0.195266,,,0.0,,
0.195268,,0.0,,,
0.199599,0.017585152283415843,,,,
0.199871,,,,,-0.16276352107524872
0.199895,,0.0,,,
0.199899,,,,2.6400662237677643,
0.199912,,,0.0,,
0.205009,0.01771977507651935,,,,
0.205586,,,,,-0.16040119528770447
0.205617,,0.0,,,
0.205623,,,,2.602445843990273,
0.205643,,,0.0,,
0.209565,0.017960458260035263,,,,
0.210103,,,,,-0.2432834655046463
0.210108,,,,2.5705149968188024,
0.210132,,,0.0,,
0.210138,,0.0,,,
0.214803,0.01832378001174932,,,,
0.215064,,,,,-0.23079587519168854
0.215090,,,0.0,,
0.215096,,0.0,,,
0.215101,,,,2.545127860601632,
0.219826,0.018825719298202002,,,,
0.219831,,,,,-0.24816644191741943
0.219860,,,0.0,,
0.219865,,0.0,,,
0.219870,,,,2.526505668793173,
0.224759,0.01945209478658864,,,,
0.224811,,,0.0,,
0.224815,,0.0,,,
0.224820,,,,,-0.3464004099369049
0.224824,,,,2.515067036081089,
0.229760,0.020041119440686917,,,,
0.229826,,,,,-0.40095603466033936
0.229831,,,,2.510541504657224,
0.229850,,,0.0,,
0.229855,,0.0,,,
0.235335,0.020742196597650274,,,,
0.235363,,,0.0,,
0.235377,,0.0,,,
0.235392,,,,,-0.45795753598213196
0.235408,,,,2.51388919895035,
0.240274,0.021371568142263254,,,,
0.240304,,,0.0,,
0.240319,,0.0,,,
0.240334,,,,,-0.6533018350601196
0.240349,,,,2.524477960713871,
0.244938,0.022082831890396164,,,,
0.244968,,,0.0,,
0.244982,,0.0,,,
0.244996,,,,,-0.7673792243003845
0.245011,,,,2.5420807131748857,
0.250113,0.02286719941045175,,,,
0.250260,,,0.0,,
0.250275,,0.0,,,
0.250291,,,,,-0.9300789833068848
0.250307,,,,2.5673395811939086,
0.254774,0.023506557809152524,,,,
0.254830,,,0.0,,
0.254833,,0.0,,,
0.254837,,,,,-1.1742249727249146
0.254840,,,,2.5987155147866545,
0.260091,0.02420244180199023,,,,
0.260379,,,,,-1.3309352397918701
0.260403,,,0.0,,
0.260408,,0.0,,,
0.260412,,,,2.636261550631658,
0.265163,0.024928885568336594,,,,
0.265446,,,,,-1.5656158924102783
0.265476,,,0.0,,
0.265480,,0.0,,,
0.265485,,,,2.6794438124766415,
0.270132,0.02541065140953193,,,,
0.270474,,,,,-1.8610377311706543
0.270519,,,,2.7262326165254795,
0.270541,,,0.0,,
0.270545,,0.0,,,
0.274623,0.025991486843278212,,,,
0.274915,,,,,-2.1423027515411377
0.274956,,0.0,,,
0.274960,,,,2.7770884474085777,
0.274980,,,0.0,,
0.279564,0.02644249317388313,,,,
0.279785,,,,,-2.4218485355377197
0.279818,,0.0,,,
0.279823,,,,2.829850937033925,
0.279845,,,0.0,,
0.284589,0.027027523086346286,,,,
0.284920,,,0.0,,
0.284923,,0.0,,,
0.284927,,,,,-2.583622694015503
0.284931,,,,2.885240124813017,
0.290041,0.027532857903188823,,,,
0.290241,,,,,-2.7557036876678467
0.290272,,0.0,,,
0.290276,,,,2.94225901410949,
0.290296,,,0.0,,
0.295059,0.028000841885742995,,,,
0.295304,,,,,-2.9984071254730225
0.295325,,,0.0,,
0.295328,,0.0,,,
0.295332,,,,2.9998665258599306,
0.299555,0.028322019113206552,,,,
0.299787,,,,,-3.1681911945343018
0.299819,,,,3.0562855852633444,
0.299840,,,0.0,,
0.299845,,0.0,,,
0.304521,0.028670959795034184,,,,
0.304739,,,,,-3.3748700618743896
0.304806,,,0.0,,
0.304811,,0.0,,,
0.304815,,,,3.1118179120350673,
0.309544,0.028934413005870276,,,,
0.309743,,,,,-3.554450511932373
0.309774,,0.0,,,
0.309778,,,,3.1654458495017703,
0.309798,,,0.0,,
0.314552,0.0291337506134627,,,,
0.314727,,,,,-3.62245774269104
0.314767,,0.0,,,
0.314770,,,,3.2164377193815006,
0.314790,,,0.0,,
0.319534,0.029279758420226298,,,,
0.319714,,,,,-3.7521116733551025
0.319744,,0.0,,,
0.319748,,,,3.264577802214614,
0.319769,,,0.0,,
0.324680,0.029336483751444986,,,,
0.324923,,,,,-3.7865304946899414
0.324947,,,0.0,,
0.324951,,0.0,,,
0.324954,,,,3.308540482016722,
0.330090,0.029355259037130044,,,,
0.330891,,,,,-3.7990593910217285
0.330949,,,,3.348380274312094,
0.330973,,0.0,,,
0.330996,,,0.0,,
0.335014,0.02931551135786061,,,,
0.335389,,,,,-3.810624599456787
0.335417,,,0.0,,
0.335422,,0.0,,,
0.335426,,,,3.3839873094483233,
0.339637,0.029243206534264963,,,,
0.340150,,,0.0,,
0.340155,,0.0,,,
0.340160,,,,,-3.8082852363586426
0.340165,,,,3.4150419677700152,
0.344778,0.02915312511039303,,,,
0.344926,,,0.0,,
0.344942,,0.0,,,
0.344957,,,,,-3.6406025886535645
0.344972,,,,3.44208405797993,
0.349883,0.02896597146478771,,,,
0.349915,,,0.0,,
0.349931,,0.0,,,
0.349948,,,,,-3.523860216140747
0.349964,,,,3.4641135065481095,
0.354867,0.028686539287411147,,,,
0.355006,,0.0,,,
0.355021,,,,,-3.3666608333587646
0.355037,,,,3.4813389956124845,
0.355100,,,0.0,,
0.360251,0.028238728750114326,,,,
0.360620,,,,,-3.288952350616455
0.360635,,,,3.4925078584574094,
0.360698,,,0.0,,
0.360717,,0.0,,,
0.365342,0.02779730979943369,,,,
0.365582,,,,,-3.0714447498321533
0.365627,,,0.0,,
0.365641,,0.0,,,
0.365652,,,,3.4977326049947197,
0.370337,0.027277194438541215,,,,
0.370614,,,0.0,,
0.370621,,0.0,,,
0.370628,,,,,-2.9370315074920654
0.370634,,,,3.4968470672301364,
0.374980,0.02666939449875788,,,,
0.375215,,0.0,,,
0.375219,,,,,-2.771141290664673
0.375223,,,,3.489299298556115,
0.375241,,,0.0,,
0.380057,0.026038624794572616,,,,
0.380138,,,,,-2.6138947010040283
0.380166,,,,3.475440151062026,
0.380186,,,0.0,,
0.380191,,0.0,,,
0.384688,0.02537909295061449,,,,
0.384846,,0.0,,,
0.384860,,,,,-2.4083662033081055
0.384876,,,,3.45512370505849,
0.384939,,,0.0,,
0.389767,0.02485038889520651,,,,
0.389815,,,0.0,,
0.389817,,0.0,,,
0.389820,,,,,-2.1406922340393066
0.389822,,,,3.4294269956145667,
0.394584,0.02429112506628987,,,,
0.394779,,,,,-1.877138614654541
0.394807,,,,3.3976290953223445,
0.394817,,0.0,,,
0.394826,,,0.0,,
0.399530,0.023694909877248378,,,,
0.399686,,,,,-1.6090258359909058
0.399713,,,,3.3612746841896795,
0.399738,,,0.0,,
0.399740,,0.0,,,
0.404895,0.023018799855504514,,,,
0.405059,,,,,-1.3932909965515137
0.405080,,,,3.3198669338366513,
0.405089,,0.0,,,
0.405098,,,0.0,,
0.409558,0.022485102373052634,,,,
0.409725,,,,,-1.160253643989563
0.409746,,,,3.275120726210713,
0.409755,,0.0,,,
0.409764,,,0.0,,
0.414561,0.021913055370903614,,,,
0.414734,,,,,-0.9419105648994446
0.414759,,,,3.2273041935272633,
0.414771,,0.0,,,
0.414780,,,0.0,,
0.420236,0.02134260626540864,,,,
0.420415,,,0.0,,
0.420430,,0.0,,,
0.420445,,,,,-0.7664057016372681
0.420460,,,,3.177003025937839,
0.424820,0.020831479073195183,,,,
0.424971,,,,,-0.5798993110656738
0.425056,,,0.0,,
0.425071,,0.0,,,
0.425086,,,,3.1253284103331174,
0.430707,0.020377676423445682,,,,
0.430915,,,,,-0.4330160319805145
0.430998,,,0.0,,
0.431013,,0.0,,,
0.431029,,,,3.0728919205352896,
0.437939,0.019903500591357072,,,,
0.438043,,,,,-0.27230608463287354
0.438049,,,,3.0196145162771626,
0.438097,,,0.0,,
0.438113,,0.0,,,
0.442216,0.01963824974678518,,,,
0.442447,,,0.0,,
0.442452,,0.0,,,
0.442457,,,,,-0.1457308828830719
0.442462,,,,2.9679846238188587,
0.444998,0.019477860870135158,,,,
0.445118,,,0.0,,
0.445123,,0.0,,,
0.445127,,,,,-0.07702846825122833
0.445132,,,,2.9197739001088947,
0.450127,0.01932406331718308,,,,
0.450217,,,,,0.07389993965625763
0.450245,,0.0,,,
0.450262,,,,2.8744878312657303,
0.450281,,,0.0,,
0.455020,0.019242770324908412,,,,
0.455098,,,,,0.11641693860292435
0.455165,,,0.0,,
0.455170,,0.0,,,
0.455174,,,,2.83265649779734,
0.460206,0.01928970853912106,,,,
0.460298,,,,,0.14000125229358673
0.460303,,,,2.7954634445311246,
0.460324,,,0.0,,
0.460329,,0.0,,,
0.464741,0.019356420724427545,,,,
0.464824,,,0.0,,
0.464826,,0.0,,,
0.464828,,,,,0.12709659337997437
0.464830,,,,2.7622935199464016,
0.469563,0.019503626953681675,,,,
0.470015,,,,,0.05896453186869621
0.470079,,,,2.7343617567738763,
0.470099,,0.0,,,
0.470119,,,0.0,,
0.474600,0.019886522939407816,,,,
0.474915,,,,,0.0014291532570496202
0.474971,,,,2.7119757557968063,
0.474987,,0.0,,,
0.475006,,,0.0,,
0.479560,0.02015616799977834,,,,
0.479775,,,,,-0.07590895146131516
0.479835,,0.0,,,
0.479838,,,,2.6948585319658354,
0.479857,,,0.0,,
0.484543,0.020614165128244717,,,,
0.484762,,,,,-0.18335522711277008
0.484804,,,0.0,,
0.484807,,0.0,,,
0.484811,,,,2.6829273117965817,
0.490121,0.021134080752055435,,,,
0.490605,,,,,-0.37158986926078796
0.490665,,0.0,,,
0.490671,,,,2.677383022375882,
0.490693,,,0.0,,
0.495172,0.021638616620570948,,,,
0.495557,,,,,-0.48302048444747925
0.495598,,,,2.6772879976880795,
0.495621,,,0.0,,
0.495626,,0.0,,,
0.500110,0.022342889570842402,,,,
0.500366,,,,,-0.6158267259597778
0.500399,,0.0,,,
0.500403,,,,2.684678453131323,
0.500428,,,0.0,,
0.505110,0.02291853184046303,,,,
0.506038,,,,,-0.8059915900230408
0.506078,,,,2.6977801734562092,
0.506096,,0.0,,,
0.506115,,,0.0,,
0.509583,0.02355409523461044,,,,
0.510152,,,,,-1.026455283164978
0.510197,,,,2.7177641927833776,
0.510233,,0.0,,,
0.510243,,,0.0,,
0.514511,0.024292323488780406,,,,
0.514877,,,,,-1.1976112127304077
0.514909,,,,2.744663813183206,
0.514925,,0.0,,,
0.514934,,,0.0,,
0.520097,0.024941269267405464,,,,
0.520508,,,,,-1.427014708518982
0.520564,,0.0,,,
0.520569,,,,2.77771546782834,
0.520594,,,0.0,,
0.524918,0.025520906278661208,,,,
0.525141,,,,,-1.7559374570846558
0.525185,,,,2.8159846713339562,
0.525195,,0.0,,,
0.525210,,,0.0,,
0.529521,0.02600087448612074,,,,
0.529725,,,,,-2.079832077026367
0.529748,,,,2.858161097584057,
0.529759,,0.0,,,
0.529770,,,0.0,,
0.534555,0.026598288097652762,,,,
0.534782,,,,,-2.341806650161743
0.534799,,0.0,,,
0.534801,,,,2.9044909697811816,
0.534811,,,0.0,,
0.539569,0.027232453332227884,,,,
0.539810,,,,,-2.5401642322540283
0.539896,,,,2.954923376796703,
0.539914,,0.0,,,
0.539935,,,0.0,,
0.544592,0.02781988008967211,,,,
0.544893,,,,,-2.7658207416534424
0.544943,,,,3.0084108600215274,
0.544966,,0.0,,,
0.544982,,,0.0,,
0.549918,0.028283669593509413,,,,
0.550145,,,,,-2.9897103309631348
0.550180,,0.0,,,
0.550184,,,,3.0629283852447466,
0.550203,,,0.0,,
0.555354,0.028733876975787307,,,,
0.555646,,,,,-3.25563907623291
0.555674,,0.0,,,
0.555679,,,,3.118215171311249,
0.555695,,,0.0,,
0.560364,0.029105587684935114,,,,
0.560751,,,,,-3.3839070796966553
0.560782,,,,3.172965556638202,
0.560800,,0.0,,,
0.560815,,,0.0,,
0.564687,0.02947410260077483,,,,
0.564914,,,,,-3.5699374675750732
0.564939,,,,3.2270577895666808,
0.564957,,0.0,,,
0.564979,,,0.0,,
0.570043,0.02973955318242848,,,,
0.570440,,,,,-3.7206599712371826
0.570490,,,,3.2794337163504,
0.570525,,0.0,,,
0.570541,,,0.0,,
0.575198,0.029956267916133674,,,,
0.575687,,,,,-3.846402168273926
0.575748,,,,3.3293252086435183,
0.575773,,0.0,,,
0.575796,,,0.0,,
0.580680,0.03007411279436968,,,,
0.580958,,,,,-3.924922227859497
0.581014,,,,3.375449394061807,
0.581029,,,0.0,,
0.581030,,0.0,,,
0.584926,0.030116257318620186,,,,
0.585091,,,,,-3.998462438583374
0.585110,,0.0,,,
0.585113,,,,3.4176507499804614,
0.585128,,,0.0,,
0.589589,0.03009548466211757,,,,
0.589771,,,,,-3.945958375930786
0.589794,,,,3.4554727119111246,
0.589811,,,0.0,,
0.589813,,0.0,,,
0.595107,0.03003536380050903,,,,
0.595255,,,,,-3.9074203968048096
0.595277,,,,3.48889036316826,
0.595298,,,0.0,,
0.595300,,0.0,,,
0.600119,0.029976041887227516,,,,
0.600320,,,,,-3.7592177391052246
0.600354,,,0.0,,
0.600357,,0.0,,,
0.600358,,,,3.517886324759502,
0.604576,0.029826838287155825,,,,
0.604716,,,,,-3.6120212078094482
0.604744,,,,3.542391977806551,
0.604755,,0.0,,,
0.604778,,,0.0,,
0.610070,0.029641282538204552,,,,
0.610403,,,,,-3.4844231605529785
0.610436,,,,3.5624212433517557,
0.610446,,0.0,,,
0.610455,,,0.0,,
0.615068,0.02922403177441639,,,,
0.615241,,,,,-3.31184458732605
0.615266,,0.0,,,
0.615268,,,,3.576629449718546,
0.615278,,,0.0,,
0.620025,0.028741466984894035,,,,
0.620227,,,,,-3.1778664588928223
0.620246,,,,3.5844900380170928,
0.620257,,0.0,,,
0.620268,,,0.0,,
0.625554,0.028206571079951618,,,,
0.625738,,,,,-3.063690662384033
0.625759,,,,3.5857422541224513,
0.625772,,,0.0,,
0.625774,,0.0,,,
0.629974,0.027544242916848913,,,,
0.630134,,,,,-2.838350534439087
0.630155,,,,3.5798776851702137,
0.630168,,,0.0,,
0.630170,,0.0,,,
0.635141,0.026969998806800573,,,,
0.635303,,,,,-2.6747281551361084
0.635323,,,,3.567277513972106,
0.635334,,,0.0,,
0.635336,,0.0,,,
0.639946,0.02609674828536359,,,,
0.640126,,,,,-2.539242744445801
0.640150,,,,3.5466664730140174,
0.640166,,0.0,,,
0.640176,,,0.0,,
0.645279,0.02544260934261288,,,,
0.645481,,,,,-2.3123655319213867
0.645533,,0.0,,,
0.645535,,,,3.519867235125987,
0.645545,,,0.0,,
0.649606,0.024854982848086897,,,,
0.649811,,,,,-2.034501791000366
0.649826,,,0.0,,
0.649828,,0.0,,,
0.649830,,,,3.4873761547236874,
0.654588,0.024231403678844844,,,,
0.654775,,,,,-1.746585726737976
0.654791,,,0.0,,
0.654793,,0.0,,,
0.654794,,,,3.4492892722071136,
0.659602,0.023561884980798923,,,,
0.659786,,,,,-1.5057278871536255
0.659800,,,,3.4058304874909275,
0.659811,,,0.0,,
0.659813,,0.0,,,
0.664581,0.02287019546667809,,,,
0.664749,,,,,-1.3297746181488037
0.664767,,,0.0,,
0.664769,,0.0,,,
0.664771,,,,3.3579139768344253,
0.669713,0.02220606966983958,,,,
0.669869,,,0.0,,
0.669884,,0.0,,,
0.669899,,,,,-1.1745978593826294
0.669913,,,,3.3055425946657153,
0.674751,0.021604062105427167,,,,
0.674885,,,0.0,,
0.674899,,0.0,,,
0.674913,,,,,-0.964099109172821
0.674927,,,,3.2510058471280217,
0.679838,0.02098767347112833,,,,
0.680024,,0.0,,,
0.680041,,,,,-0.7691223621368408
0.680060,,,,3.1941240628869862,
0.680128,,,0.0,,
0.685295,0.02040284329574693,,,,
0.685707,,,0.0,,
0.685731,,0.0,,,
0.685747,,,,,-0.6482084393501282
0.685761,,,,3.1356160157380053,
0.690417,0.019950039331406207,,,,
0.690663,,,,,-0.47200363874435425
0.690734,,,0.0,,
0.690751,,0.0,,,
0.690766,,,,3.076814865069395,
0.694763,0.019530990933882237,,,,
0.695165,,,0.0,,
0.695211,,0.0,,,
0.695214,,,,,-0.3571527600288391
0.695216,,,,3.0187186732200697,
0.700060,0.019191437894897134,,,,
0.700271,,,,,-0.30180296301841736
0.700328,,,,2.9623745952888383,
0.700349,,,0.0,,
0.700351,,0.0,,,
0.705004,0.01891060755794828,,,,
0.705241,,,,,-0.19144614040851593
0.705258,,0.0,,,
0.705261,,,,2.9083908158376257,
0.705272,,,0.0,,
0.709653,0.018769393441146826,,,,
0.709922,,,,,-0.1863294243812561
0.709942,,,,2.8578357326003845,
0.709959,,,0.0,,
0.709961,,0.0,,,
0.714639,0.018673919116067486,,,,
0.714668,,,,,-0.06512670964002609
0.714697,,0.0,,,
0.714699,,,,2.811324021379937,
0.714711,,,0.0,,
0.719661,0.018693892824243084,,,,
0.719905,,,,,-0.07816328853368759
0.719924,,,,2.7695363243231106,
0.719941,,,0.0,,
0.719943,,0.0,,,
0.725196,0.018736436822657097,,,,
0.725362,,,,,-0.13206826150417328
0.725434,,,0.0,,
0.725448,,0.0,,,
0.725462,,,,2.7324115707914958,
0.729805,0.018862870395408612,,,,
0.730187,,,0.0,,
0.730201,,0.0,,,
0.730215,,,,,-0.14795558154582977
0.730229,,,,2.6999692238510096,
0.734869,0.019134912300760205,,,,
0.735094,,,,,-0.19301654398441315
0.735106,,,,2.6733811214094536,
0.735160,,,0.0,,
0.735173,,0.0,,,
0.740212,0.019559353599491583,,,,
0.740416,,,,,-0.16714933514595032
0.740428,,,,2.6526573563497498,
0.740481,,,0.0,,
0.740495,,0.0,,,
0.745508,0.01994105116272719,,,,
0.745834,,,,,-0.3187011778354645
0.745850,,,,2.6375534273854204,
0.745915,,,0.0,,
0.745930,,0.0,,,
0.751440,0.020439594918790025,,,,
0.751677,,,,,-0.3336889147758484
0.751693,,,,2.6284510373931083,
0.751770,,,0.0,,
0.751786,,0.0,,,
0.755225,0.020977087405795267,,,,
0.755587,,,0.0,,
0.755602,,0.0,,,
0.755617,,,,,-0.48337334394454956
0.755631,,,,2.625509519219753,
0.760026,0.02142070346437521,,,,
0.760449,,,0.0,,
0.760468,,0.0,,,
0.760486,,,,,-0.5144808292388916
0.760504,,,,2.6276056441147304,
0.764865,0.02192803565203531,,,,
0.765144,,,0.0,,
0.765162,,0.0,,,
0.765178,,,,,-0.7720868587493896
0.765195,,,,2.634199057796395,
0.769807,0.02286340440589839,,,,
0.770242,,,0.0,,
0.770257,,0.0,,,
0.770272,,,,,-0.7937584519386292
0.770287,,,,2.6510292427946816,
0.774785,0.023468208289455384,,,,
0.775191,,,0.0,,
0.775209,,0.0,,,
0.775227,,,,,-1.0526626110076904
0.775245,,,,2.6740724590190053,
0.779863,0.02415969806649446,,,,
0.780133,,,0.0,,
0.780152,,0.0,,,
0.780167,,,,,-1.2119699716567993
0.780182,,,,2.703908325745291,
0.785420,0.024971229829668855,,,,
0.785669,,,0.0,,
0.785683,,0.0,,,
0.785697,,,,,-1.4312527179718018
0.785711,,,,2.740558887144995,
0.790372,0.025380491110186778,,,,
0.790944,,,0.0,,
0.790956,,0.0,,,
0.790969,,,,,-1.740139126777649
0.790982,,,,2.7808245119722534,
0.794979,0.0259725118205114,,,,
0.795487,,0.0,,,
0.795499,,,,,-1.9958115816116333
0.795511,,,,2.82563413316905,
0.795568,,,0.0,,
0.800208,0.026434703427694647,,,,
0.800592,,,0.0,,
0.800605,,0.0,,,
0.800617,,,,,-2.2801430225372314
0.800630,,,,2.873240163046907,
0.805201,0.027001956739881525,,,,
0.805626,,,0.0,,
0.805639,,0.0,,,
0.805652,,,,,-2.5047502517700195
0.805665,,,,2.9237665302252966,
0.809730,0.02756821136665962,,,,
0.810124,,,,,-2.6770758628845215
0.810155,,0.0,,,
0.810158,,,,2.9769589192500217,
0.810174,,,0.0,,
0.815035,0.02801881822310103,,,,
0.815330,,,,,-2.8765244483947754
0.815355,,,,3.031228568807803,
0.815377,,,0.0,,
0.815379,,0.0,,,
0.819846,0.028419490809103453,,,,
0.820034,,,,,-3.085928201675415
0.820100,,,0.0,,
0.820115,,0.0,,,
0.820131,,,,3.0854446115477123,
0.825208,0.028720694328391413,,,,
0.825600,,,0.0,,
0.825614,,0.0,,,
0.825629,,,,,-3.215268611907959
0.825644,,,,3.1387318516842435,
0.830277,0.02906264421235759,,,,
0.830447,,,,,-3.405703067779541
0.830530,,,0.0,,
0.830545,,0.0,,,
0.830559,,,,3.1909358894732907,
0.834825,0.029268173669484455,,,,
0.835074,,,0.0,,
0.835089,,0.0,,,
0.835103,,,,,-3.5472607612609863
0.835118,,,,3.240999456933022,
0.841636,0.02951345080588075,,,,
0.842094,,,0.0,,
0.842109,,0.0,,,
0.842125,,,,,-3.616445541381836
0.842141,,,,3.2892501285049263,
0.845227,0.029598938276872298,,,,
0.845688,,,0.0,,
0.845703,,0.0,,,
0.845756,,,,,-3.6783268451690674
0.845792,,,,3.3338244584588526,
0.850193,0.029693813390706366,,,,
0.850716,,,,,-3.7338192462921143
0.850756,,,,3.3751166155230825,
0.850780,,0.0,,,
0.850802,,,0.0,,
0.855087,0.029632294369525535,,,,
0.855123,,,,,-3.733813524246216
0.855149,,,,3.411421510583582,
0.855167,,,0.0,,
0.855170,,0.0,,,
0.860051,0.029595942220645953,,,,
0.860108,,,,,-3.707704544067383
0.860140,,0.0,,,
0.860142,,,,3.4436970820862265,
0.860154,,,0.0,,
0.864930,0.029454728103844505,,,,
0.864957,,,,,-3.5394818782806396
