time_s,joint_0_position,tau_box,tau_ass_total,tau_w,tau_meas_0
35.310019,,,,-2.9341175753481954,
35.310030,,,0.0,,
35.310032,,0.0,,,
35.314728,-0.025768683249471357,,,,
35.314901,,,,,0.42457953095436096
35.314917,,,,-2.9631018717597795,
35.314928,,,0.0,,
35.314930,,0.0,,,
35.319967,-0.02653127942761555,,,,
35.320144,,,,,0.45641759037971497
35.320169,,,0.0,,
35.320170,,0.0,,,
35.320172,,,,-2.998364910627176,
35.324959,-0.027243342124075483,,,,
35.325121,,,,,0.5671824216842651
35.325145,,,0.0,,
35.325148,,0.0,,,
35.325150,,,,-3.0387816594522645,
35.330130,-0.028039294394872915,,,,
35.330348,,,,,0.6647184491157532
35.330373,,0.0,,,
35.330375,,,,-3.0842591964425132,
35.330387,,,0.0,,
35.335112,-0.02867206146987574,,,,
35.335351,,,,,0.7418785691261292
35.335370,,,,-3.133044964394022,
35.335384,,,0.0,,
35.335387,,0.0,,,
35.339786,-0.02908132275039367,,,,
35.339915,,,,,0.9394838809967041
35.339934,,,,-3.1832551708729246,
35.339949,,,0.0,,
35.339952,,0.0,,,
35.345510,-0.029615619444090815,,,,
35.345700,,,0.0,,
35.345706,,0.0,,,
35.345712,,,,,1.0746009349822998
35.345717,,,,-3.235688300025796,
35.349788,-0.029996318321917643,,,,
35.349946,,,,,1.180557131767273
35.349970,,,0.0,,
35.349973,,0.0,,,
35.349977,,,,-3.2882260302917516,
35.354760,-0.03044792386376783,,,,
35.354919,,,,,1.2592922449111938
35.354957,,,0.0,,
35.354961,,0.0,,,
35.354966,,,,-3.340978927679425,
35.359958,-0.03086797094670058,,,,
35.360128,,,,,1.3712072372436523
35.360160,,,0.0,,
35.360165,,0.0,,,
35.360170,,,,-3.393526805095772,
35.364887,-0.031161184982718304,,,,
35.365076,,,,,1.4136226177215576
35.365106,,,0.0,,
35.365110,,0.0,,,
35.365114,,,,-3.4443007770314193,
35.369877,-0.03144201531966716,,,,
35.370048,,,,,1.4743543863296509
35.370075,,,0.0,,
35.370079,,0.0,,,
35.370083,,,,-3.4935160638213656,
35.375028,-0.0315846275960409,,,,
35.375250,,0.0,,,
35.375254,,,,,1.554611325263977
35.375257,,,,-3.5397657139838765,
35.375279,,,0.0,,
35.379827,-0.03171705328124509,,,,
35.379983,,,,,1.5713125467300415
35.380004,,,,-3.5830309868079957,
35.380017,,,0.0,,
35.380019,,0.0,,,
35.384923,-0.03176678781460232,,,,
35.385156,,,,,1.600437879562378
35.385176,,,0.0,,
35.385179,,0.0,,,
35.385181,,,,-3.6225369674070076,
35.389907,-0.03174381805020039,,,,
35.390045,,,,,1.624409794807434
35.390049,,,,-3.6580075392013724,
35.390063,,0.0,,,
35.390073,,,0.0,,
35.394803,-0.03171984960038968,,,,
35.394968,,,,,1.5750652551651
35.395004,,0.0,,,
35.395008,,,,-3.689635662680646,
35.395023,,,0.0,,
35.399474,-0.03162457501239209,,,,
35.399647,,,,,1.5167747735977173
35.399658,,,,-3.7169492152891004,
35.399674,,0.0,,,
35.399684,,,0.0,,
35.404816,-0.03148216247310011,,,,
35.404947,,,,,1.4513251781463623
35.404962,,,,-3.7400328557975198,
35.404979,,,0.0,,
35.404981,,0.0,,,
35.409955,-0.031265647476476664,,,,
35.410124,,,,,1.2810198068618774
35.410157,,0.0,,,
35.410159,,,,-3.758491052622039,
35.410170,,,0.0,,
35.415165,-0.030929689704963167,,,,
35.415650,,,,,1.1116745471954346
35.415687,,,,-3.771792509822601,
35.415709,,0.0,,,
35.415730,,,0.0,,
35.419442,-0.030533810808922885,,,,
35.419710,,,,,0.9362208843231201
35.419767,,,,-3.7796003193013537,
35.419794,,0.0,,,
35.419809,,,0.0,,
35.424807,-0.029951776952686072,,,,
35.425017,,,,,0.839594841003418
35.425039,,0.0,,,
35.425042,,,,-3.78091124350079,
35.425052,,,0.0,,
35.429440,-0.029296839061608335,,,,
35.429573,,,,,0.8587682247161865
35.429593,,,,-3.7751982063029823,
35.429603,,,0.0,,
35.429605,,0.0,,,
35.434780,-0.02868304700937232,,,,
35.434947,,,,,0.8068955540657043
35.434980,,0.0,,,
35.434982,,,,-3.7633653827258016,
35.434991,,,0.0,,
35.439754,-0.028126180025436754,,,,
35.439907,,,,,0.6030054092407227
35.439929,,,0.0,,
35.439931,,0.0,,,
35.439933,,,,-3.7462353369898524,
35.444431,-0.027582695425978833,,,,
35.444547,,,,,0.48085159063339233
35.444565,,,,-3.7244159274200688,
35.444575,,,0.0,,
35.444577,,0.0,,,
35.449888,-0.02686164456083988,,,,
35.450055,,,,,0.4480108320713043
35.450080,,,0.0,,
35.450084,,0.0,,,
35.450087,,,,-3.696234329435639,
35.455316,-0.02611722445713548,,,,
35.455519,,,,,0.386279821395874
35.455540,,,,-3.661954546368645,
35.455555,,0.0,,,
35.455565,,,0.0,,
35.460446,-0.02549424449913869,,,,
35.460605,,,,,0.14468175172805786
35.460623,,,,-3.6235484687121926,
35.460642,,,0.0,,
35.460644,,0.0,,,
35.464433,-0.024897030624688423,,,,
35.464677,,,0.0,,
35.464682,,0.0,,,
35.464686,,,,,-0.06861619651317596
35.464691,,,,-3.58152445940355,
35.469839,-0.024303012543546252,,,,
35.470012,,,,,-0.25752902030944824
35.470041,,,,-3.5360083120515897,
35.470063,,,0.0,,
35.470069,,0.0,,,
35.474766,-0.023649073337877295,,,,
35.474916,,,,,-0.34271544218063354
35.474958,,,,-3.4863879487689107,
35.474973,,,0.0,,
35.474975,,0.0,,,
35.479760,-0.023185683308203506,,,,
35.479927,,,,,-0.5127880573272705
35.479953,,,,-3.43584107645482,
35.479963,,0.0,,,
35.479972,,,0.0,,
35.484755,-0.022710708527787875,,,,
35.484916,,,,,-0.6291396021842957
35.484944,,,,-3.3838812942980523,
35.484960,,0.0,,,
35.484969,,,0.0,,
35.489731,-0.02233440386575968,,,,
35.490018,,0.0,,,
35.490022,,,,,-0.7523900270462036
35.490026,,,,-3.332584790436532,
35.490064,,,0.0,,
35.494730,-0.02200184162463603,,,,
35.495075,,,,,-0.8825895190238953
35.495114,,0.0,,,
35.495118,,,,-3.281503000649566,
35.495141,,,0.0,,
35.499392,-0.021667082275613075,,,,
35.499649,,,,,-1.0060174465179443
35.499690,,,0.0,,
35.499694,,0.0,,,
35.499699,,,,-3.2314002824943673,
35.504750,-0.021501100760673884,,,,
35.505132,,,,,-1.1370404958724976
35.505157,,,0.0,,
35.505162,,0.0,,,
35.505166,,,,-3.1834489813198807,
35.509410,-0.02132453318040163,,,,
35.509710,,,,,-1.189165472984314
35.509746,,,0.0,,
35.509750,,0.0,,,
35.509754,,,,-3.1378906168860268,
35.515338,-0.021303161312653744,,,,
35.515828,,,,,-1.247732400894165
35.515862,,,0.0,,
35.515868,,0.0,,,
35.515875,,,,-3.096077882020368,
35.520060,-0.021251229671397198,,,,
35.520388,,,,,-1.2836631536483765
35.520408,,,,-3.057830533132218,
35.520430,,,0.0,,
35.520434,,0.0,,,
35.525059,-0.02127579733245318,,,,
35.525300,,,,,-1.2316687107086182
35.525327,,0.0,,,
35.525330,,,,-3.0237508013904715,
35.525346,,,0.0,,
35.529627,-0.021283387341559903,,,,
35.529810,,,,,-1.127432107925415
35.529867,,0.0,,,
35.529873,,,,-2.9933992718530353,
35.529894,,,0.0,,
35.535074,-0.021412417496374243,,,,
35.535354,,,,,-1.037200927734375
35.535383,,0.0,,,
35.535386,,,,-2.967485526158029,
35.535404,,,0.0,,
35.539410,-0.021558625040219596,,,,
35.539661,,,,,-0.9020021557807922
35.539692,,0.0,,,
35.539696,,,,-2.9456566603774896,
35.539710,,,0.0,,
35.544749,-0.02181448824194896,,,,
35.545043,,,,,-0.7618136405944824
35.545089,,0.0,,,
35.545093,,,,-2.928592898170718,
35.545110,,,0.0,,
35.549790,-0.022126277826569986,,,,
35.550011,,,,,-0.6107003688812256
35.550034,,,,-2.916747492747204,
35.550053,,,0.0,,
35.550056,,0.0,,,
35.555033,-0.022440464256172084,,,,
35.555286,,,,,-0.48085883259773254
35.555322,,,,-2.909616297848248,
35.555356,,,0.0,,
35.555361,,0.0,,,
35.559885,-0.023020900215754855,,,,
35.560155,,,,,-0.2668447494506836
35.560171,,,,-2.9094742052626423,
35.560217,,,0.0,,
35.560230,,0.0,,,
35.564522,-0.023576369040118127,,,,
35.564898,,,0.0,,
35.564907,,0.0,,,
35.564916,,,,,-0.03443768620491028
35.564926,,,,-2.915615998131916,
35.570096,-0.024161398952581285,,,,
35.570317,,,0.0,,
35.570340,,0.0,,,
35.570364,,,,,0.14833638072013855
35.570384,,,,-2.9285309581027574,
35.575046,-0.024857083208337235,,,,
35.575413,,,,,0.25334545969963074
35.575484,,,0.0,,
35.575496,,0.0,,,
35.575509,,,,-2.9480942576422957,
35.580100,-0.025569145904797173,,,,
35.580499,,,0.0,,
35.580512,,0.0,,,
35.580527,,,,,0.39870524406433105
35.580542,,,,-2.9734706897696848,
35.585357,-0.026373087658864845,,,,
35.585602,,,,,0.5192779898643494
35.585614,,,,-3.0058007784067615,
35.585662,,,0.0,,
35.585676,,0.0,,,
35.590075,-0.027043605042319542,,,,
35.590441,,,0.0,,
35.590453,,0.0,,,
35.590466,,,,,0.5813111066818237
35.590478,,,,-3.0430367234023534,
35.594969,-0.027847347059305458,,,,
35.595159,,,,,0.5413510203361511
35.595201,,,0.0,,
35.595213,,0.0,,,
35.595226,,,,-3.0860539811243695,
35.599967,-0.02866427172368726,,,,
35.600348,,,0.0,,
35.600353,,0.0,,,
35.600363,,,,,0.5889355540275574
35.600379,,,,-3.1341178312529165,
35.604842,-0.0290150100392507,,,,
35.605110,,,0.0,,
35.605114,,0.0,,,
35.605119,,,,,0.7569029927253723
35.605124,,,,-3.1837413947013697,
35.611212,-0.029713091139987716,,,,
35.611555,,,0.0,,
35.611560,,0.0,,,
35.611566,,,,,0.8749533295631409
35.611571,,,,-3.2373330810066245,
35.615039,-0.03012794505879481,,,,
35.615134,,,,,1.0765129327774048
35.615140,,,,-3.2909992641905954,
35.615164,,,0.0,,
35.615169,,0.0,,,
35.621313,-0.030696796267635735,,,,
35.621511,,,,,1.0905605554580688
35.621547,,0.0,,,
35.621551,,,,-3.3461426662286753,
35.621573,,,0.0,,
35.625792,-0.03116378156478113,,,,
35.625945,,,,,1.2142080068588257
35.625968,,,,-3.401265767408803,
35.625982,,,0.0,,
35.625985,,0.0,,,
35.630033,-0.031471576407767037,,,,
35.630196,,,,,1.264289379119873
35.630217,,,,-3.454849314958501,
35.630226,,0.0,,,
35.630239,,,0.0,,
35.634790,-0.0317995446960103,,,,
35.634938,,,,,1.3819595575332642
35.634963,,,,-3.5071090475511038,
35.634974,,0.0,,,
35.634984,,,0.0,,
35.639980,-0.032046619466142394,,,,
35.640184,,,,,1.4516385793685913
35.640225,,0.0,,,
35.640228,,,,-3.557703055815049,
35.640240,,,0.0,,
35.645158,-0.03231007267697849,,,,
35.645335,,,,,1.4776651859283447
35.645367,,,,-3.6061281343786993,
35.645384,,,0.0,,
35.645386,,0.0,,,
35.649808,-0.032419528597780745,,,,
35.649986,,,,,1.5449435710906982
35.650016,,0.0,,,
35.650018,,,,-3.650991745856399,
35.650034,,,0.0,,
35.654385,-0.032494030529275714,,,,
35.654562,,,,,1.5443940162658691
35.654590,,0.0,,,
35.654592,,,,-3.6921556541587814,
35.654605,,,0.0,,
35.659428,-0.032482046304370356,,,,
35.659572,,,,,1.569517731666565
35.659605,,0.0,,,
35.659611,,,,-3.7289505784374657,
35.659637,,,0.0,,
35.664724,-0.032451087056698184,,,,
35.664925,,,,,1.5529730319976807
35.664949,,,,-3.7617075362037897,
35.664976,,,0.0,,
35.664982,,0.0,,,
35.669773,-0.03238177828932887,,,,
35.669965,,,,,1.4422513246536255
35.669987,,,0.0,,
35.669992,,0.0,,,
35.669995,,,,-3.7903725392257854,
35.674716,-0.0322619360402753,,,,
35.674914,,,,,1.2963087558746338
35.674918,,,,-3.814938620054485,
35.674947,,,0.0,,
35.674956,,0.0,,,
35.680070,-0.03201446179597969,,,,
35.680284,,,,,1.178642749786377
35.680313,,0.0,,,
35.680317,,,,-3.834533021092219,
35.680338,,,0.0,,
35.684873,-0.03164035424185081,,,,
35.685117,,,,,1.0840317010879517
35.685142,,,,-3.848637654592695,
35.685162,,,0.0,,
35.685166,,0.0,,,
35.689743,-0.03125705878196115,,,,
35.689947,,,,,0.9249346256256104
35.689979,,0.0,,,
35.689983,,,,-3.8573083937336534,
35.690002,,,0.0,,
35.694772,-0.030706783121723535,,,,
35.694989,,,,,0.8346572518348694
35.695023,,,0.0,,
35.695030,,0.0,,,
35.695036,,,,-3.859558760309212,
35.701038,-0.030092991069487523,,,,
35.701302,,,,,0.7832579016685486
35.701332,,0.0,,,
35.701336,,,,-3.8549650434410148,
35.701359,,,0.0,,
35.704854,-0.02936255256150604,,,,
35.705074,,,,,0.6332060098648071
35.705105,,,,-3.8432139778432566,
35.705126,,,0.0,,
35.705131,,0.0,,,
35.709889,-0.02874955945759705,,,,
35.710075,,,,,0.5560447573661804
35.710099,,,,-3.8259596191782443,
35.710121,,,0.0,,
35.710128,,0.0,,,
35.714952,-0.028344692392877752,,,,
35.715142,,,,,0.2874719202518463
35.715173,,0.0,,,
35.715180,,,,-3.805722328177742,
35.715213,,,0.0,,
35.720135,-0.027483026622182615,,,,
35.720412,,,,,0.2932848632335663
35.720462,,,0.0,,
35.720466,,0.0,,,
35.720471,,,,-3.7771599292559896,
35.725086,-0.026717833861975602,,,,
35.725329,,,,,0.11173801124095917
35.725369,,0.0,,,
35.725373,,,,-3.742397581749401,
35.725391,,,0.0,,
35.730071,-0.026032136460307446,,,,
35.730257,,,,,0.0658266693353653
35.730288,,0.0,,,
35.730294,,,,-3.702230438273066,
35.730315,,,0.0,,
35.734750,-0.025313082965986052,,,,
35.734938,,,,,-0.15244756639003754
35.734967,,,,-3.6572164666029643,
35.734988,,,0.0,,
35.734995,,0.0,,,
35.739820,-0.024720862518579682,,,,
35.740018,,0.0,,,
35.740024,,,,,-0.3251764476299286
35.740030,,,,-3.608691566998733,
35.740050,,,0.0,,
35.744843,-0.02391412444536743,,,,
35.744958,,,,,-0.3314576745033264
35.744995,,,0.0,,
35.745001,,0.0,,,
35.745007,,,,-3.555209271819348,
35.749755,-0.023394009084474955,,,,
35.749988,,,0.0,,
35.749996,,0.0,,,
35.750003,,,,,-0.5526326894760132
35.750011,,,,-3.4999429633026193,
35.755198,-0.022852921329998103,,,,
35.755327,,,,,-0.6712387800216675
35.755364,,,0.0,,
35.755372,,0.0,,,
35.755378,,,,-3.4434632128391818,
35.759788,-0.02240471131853777,,,,
35.760007,,,,,-0.8304536938667297
35.760044,,,0.0,,
35.760046,,0.0,,,
35.760047,,,,-3.3866279152962266,
35.764782,-0.021993252930120524,,,,
35.764969,,,,,-0.9360945820808411
35.764999,,,,-3.329839623292316,
35.765010,,0.0,,,
35.765022,,,0.0,,
35.769896,-0.021628732755915932,,,,
35.770089,,,,,-1.0082937479019165
35.770123,,,,-3.273991709001523,
35.770139,,0.0,,,
35.770151,,,0.0,,
35.774777,-0.021389847206135824,,,,
35.774949,,,,,-1.111916422843933
35.774979,,,,-3.2200118680232057,
35.774997,,,0.0,,
35.774999,,0.0,,,
35.780749,-0.02119050959854339,,,,
35.780936,,,,,-1.2256542444229126
35.780965,,,,-3.1687804791617875,
35.780983,,,0.0,,
35.780986,,0.0,,,
35.789136,-0.021061878917892567,,,,
35.789475,,,,,-1.3387091159820557
35.789511,,,,-3.1207934777040776,
35.789523,,,0.0,,
35.789525,,0.0,,,
35.793913,-0.021040107575981168,,,,
35.794359,,,,,-1.4239670038223267
35.794429,,,,-3.077062361025077,
35.794460,,0.0,,,
35.794477,,,0.0,,
35.797434,-0.021013742281189386,,,,
35.797824,,,,,-1.5016610622406006
35.797849,,0.0,,,
35.797852,,,,-3.0372902767595233,
35.797868,,,0.0,,
35.802560,-0.021008748854145484,,,,
35.802727,,,,,-1.4521477222442627
35.802749,,0.0,,,
35.802751,,,,-3.0013525957141174,
35.802762,,,0.0,,
35.806943,-0.021057484702093936,,,,
35.807154,,,,,-1.447641372680664
35.807185,,,,-2.969886472719101,
35.807196,,0.0,,,
35.807205,,,0.0,,
35.810842,-0.021057884176257445,,,,
35.811060,,,,,-1.380906105041504
35.811091,,,,-2.9409272251062974,
35.811102,,0.0,,,
35.811113,,,0.0,,
35.814797,-0.02111041502875926,,,,
35.814989,,,,,-1.2207978963851929
35.815035,,,,-2.9164242499229824,
35.815046,,,0.0,,
35.815048,,0.0,,,
35.819798,-0.021334320297407672,,,,
35.820005,,,0.0,,
35.820010,,0.0,,,
35.820015,,,,,-0.9598249197006226
35.820020,,,,-2.8963671843661443,
35.824725,-0.022176012359927215,,,,
35.824946,,0.0,,,
35.824951,,,,,-0.8664621114730835
35.824956,,,,-2.8878351249380367,
35.824978,,,0.0,,
35.829833,-0.022546724383666242,,,,
35.830038,,,,,-0.5682753324508667
35.830072,,,,-2.8849928938081337,
35.830092,,,0.0,,
35.830097,,0.0,,,
35.834581,-0.023353861931042007,,,,
35.834844,,,,,-0.40099987387657166
35.834873,,,,-2.890335723222381,
35.834898,,,0.0,,
35.834903,,0.0,,,
35.842232,-0.024165393694216403,,,,
35.842575,,,,,-0.028057461604475975
35.842608,,0.0,,,
35.842614,,,,-2.9062896793422563,
35.842633,,,0.0,,
35.844812,-0.02433117547207384,,,,
35.845047,,,,,0.22412405908107758
35.845072,,,,-2.9226527271364477,
35.845090,,,0.0,,
35.845095,,0.0,,,
35.849380,-0.025313682177231324,,,,
35.849599,,,,,0.18853485584259033
35.849623,,,,-2.9477489360516413,
35.849647,,,0.0,,
35.849652,,0.0,,,
35.854791,-0.02602694329618179,,,,
35.855046,,,0.0,,
35.855051,,0.0,,,
35.855055,,,,,0.3544212579727173
35.855060,,,,-2.9787344238679516,
35.860161,-0.027358590420248664,,,,
35.860520,,,,,0.2943091094493866
35.860553,,,,-3.022356915767629,
35.860571,,,0.0,,
35.860576,,0.0,,,
35.864948,-0.02825720755106865,,,,
35.865347,,,,,0.5125498175621033
35.865391,,,,-3.072510885700701,
35.865407,,0.0,,,
35.865426,,,0.0,,
35.870016,-0.029025596104583763,,,,
35.870525,,,0.0,,
35.870534,,0.0,,,
35.870542,,,,,0.6587903499603271
35.870549,,,,-3.1278819603180885,
35.875432,-0.029810762572966377,,,,
35.875533,,,,,0.8082696795463562
35.875554,,,0.0,,
35.875560,,0.0,,,
35.875565,,,,-3.1885726197014352,
35.880304,-0.03049026812510009,,,,
35.880813,,,0.0,,
35.880820,,0.0,,,
35.880826,,,,,0.9336618781089783
35.880832,,,,-3.2518633421893304,
35.886081,-0.031279229598036064,,,,
35.886583,,,0.0,,
35.886598,,0.0,,,
35.886613,,,,,1.037854790687561
35.886628,,,,-3.318008588856091,
35.889780,-0.031857668186801275,,,,
35.890242,,,,,1.1783350706100464
35.890283,,,0.0,,
35.890286,,0.0,,,
35.890289,,,,-3.38479151237644,
35.894541,-0.03242871650354152,,,,
35.894770,,,,,1.25443696975708
35.894799,,,0.0,,
35.894811,,0.0,,,
35.894823,,,,-3.4523399374506583,
35.900091,-0.033065877794342974,,,,
35.900608,,,0.0,,
35.900612,,0.0,,,
35.900618,,,,,1.3216638565063477
35.900624,,,,-3.5199868561803305,
35.905223,-0.033487522773929766,,,,
35.905622,,,,,1.3876293897628784
35.905648,,,0.0,,
35.905653,,0.0,,,
35.905657,,,,-3.5859740920341014,
35.910047,-0.03394671832488669,,,,
35.910474,,,0.0,,
35.910488,,0.0,,,
35.910501,,,,,1.4297685623168945
35.910506,,,,-3.6506504553882366,
35.914852,-0.03420318073786131,,,,
35.915217,,,0.0,,
35.915221,,0.0,,,
35.915225,,,,,1.4986261129379272
35.915231,,,,-3.712191967864249,
35.919785,-0.03441190598829627,,,,
35.920159,,,,,1.5420558452606201
35.920207,,,0.0,,
35.920212,,0.0,,,
35.920218,,,,-3.770173024847394,
35.924793,-0.03451057610668371,,,,
35.925088,,,0.0,,
35.925093,,0.0,,,
35.925098,,,,,1.5800540447235107
35.925103,,,,-3.8238700724630053,
35.929773,-0.03450618189088508,,,,
35.930148,,,0.0,,
35.930153,,0.0,,,
35.930158,,,,,1.6034010648727417
35.930163,,,,-3.8724465514272897,
35.934377,-0.03449040266142636,,,,
35.934813,,,0.0,,
35.934820,,0.0,,,
35.934832,,,,,1.5775104761123657
35.934838,,,,-3.9160198510263355,
35.939388,-0.03440970888039696,,,,
35.939668,,,0.0,,
35.939670,,0.0,,,
35.939672,,,,,1.505422830581665
35.939675,,,,-3.954394187647892,
35.944759,-0.03430324901582104,,,,
35.944916,,,,,1.3952622413635254
35.944944,,,,-3.987553536370723,
35.944954,,,0.0,,
35.944956,,0.0,,,
35.950529,-0.03409472350246783,,,,
35.950749,,,,,1.29206120967865
35.950785,,0.0,,,
35.950787,,,,-4.015164387877067,
35.950798,,,0.0,,
35.955743,-0.03382447923085205,,,,
35.955987,,,,,1.1411389112472534
35.956021,,,,-4.0371208092997275,
35.956037,,0.0,,,
35.956050,,,0.0,,
35.959546,-0.0335104925383317,,,,
35.959754,,,,,1.0435065031051636
35.959780,,,,-4.053767607541623,
35.959790,,,0.0,,
35.959791,,0.0,,,
35.964842,-0.033210687178616034,,,,
35.965089,,,,,0.7900270819664001
35.965110,,,0.0,,
35.965116,,0.0,,,
35.965121,,,,-4.065505896262852,
35.970108,-0.03243051413727732,,,,
35.970311,,,,,0.7300530076026917
35.970339,,,0.0,,
35.970344,,0.0,,,
35.970349,,,,-4.067273566409878,
35.975512,-0.03170686669007554,,,,
35.975822,,0.0,,,
35.975827,,,,,0.5885546207427979
35.975833,,,,-4.060960613960188,
35.975852,,,0.0,,
35.979947,-0.03103594983245733,,,,
35.980091,,,,,0.5067012310028076
35.980119,,,0.0,,
35.980123,,0.0,,,
35.980128,,,,-4.048213758433267,
35.984893,-0.030118757153034036,,,,
35.985139,,,,,0.4480705261230469
35.985171,,,0.0,,
35.985176,,0.0,,,
35.985181,,,,-4.0266847684265645,
35.989789,-0.029241112415798423,,,,
35.989974,,,,,0.36142486333847046
35.989985,,,0.0,,
35.989987,,0.0,,,
35.989988,,,,-3.9970713652854672,
35.994778,-0.028334905275871715,,,,
35.994939,,,,,0.2949755787849426
35.994965,,,,-3.9601401878550666,
35.994981,,0.0,,,
35.994996,,,0.0,,
35.999740,-0.02774767825550924,,,,
35.999910,,,,,0.08455601334571838
35.999938,,,,-3.918838787326726,
35.999947,,0.0,,,
35.999961,,,0.0,,
36.004361,-0.02708714772614234,,,,
36.004548,,,,,-0.05849489942193031
36.004581,,0.0,,,
36.004583,,,,-3.872732506620712,
36.004595,,,0.0,,
36.009790,-0.02623526907245324,,,,
36.009959,,,,,-0.18779398500919342
36.009991,,,,-3.820983622898926,
36.010003,,0.0,,,
36.010013,,,0.0,,
36.014282,-0.02554218139876012,,,,
36.014479,,,,,-0.4501386880874634
36.014507,,,,-3.7653203112521956,
36.014516,,0.0,,,
36.014525,,,0.0,,
36.019949,-0.024734844114302598,,,,
36.020049,,,0.0,,
36.020059,,0.0,,,
36.020069,,,,,-0.5727208256721497
36.020079,,,,-3.705271084450298,
36.024994,-0.02396725450911451,,,,
36.025423,,,0.0,,
36.025436,,0.0,,,
36.025448,,,,,-0.6589568257331848
36.025461,,,,-3.641635032458713,
36.030084,-0.023328495321659003,,,,
36.030238,,,0.0,,
36.030249,,0.0,,,
36.030260,,,,,-0.6905295848846436
36.030275,,,,-3.57613412047932,
36.035017,-0.022735475925925612,,,,
36.035218,,0.0,,,
36.035233,,,,,-0.837735116481781
36.035248,,,,-3.5101580101093326,
36.035308,,,0.0,,
36.040043,-0.022300848036024678,,,,
36.040209,,,,,-0.9820963740348816
36.040286,,,0.0,,
36.040302,,0.0,,,
36.040317,,,,-3.444724116864424,
36.045145,-0.021833862738879283,,,,
36.045279,,,0.0,,
36.045294,,0.0,,,
36.045308,,,,,-1.0192967653274536
36.045323,,,,-3.3800241339635853,
36.053706,-0.021472937832146297,,,,
36.053953,,,,,-1.143945336341858
36.053957,,,,-3.316106980699781,
36.053991,,,0.0,,
36.053994,,0.0,,,
36.057461,-0.02109563448470932,,,,
36.057637,,,,,-1.225705862045288
36.057660,,0.0,,,
36.057662,,,,-3.2543474894308506,
36.057675,,,0.0,,
36.060152,-0.021034315200610245,,,,
36.060336,,,,,-1.3547284603118896
36.060365,,0.0,,,
36.060367,,,,-3.197683493060378,
36.060377,,,0.0,,
36.066789,-0.020917269270701262,,,,
36.067063,,,,,-1.4502766132354736
36.067091,,,,-3.144625400492483,
36.067103,,,0.0,,
36.067105,,0.0,,,
36.070903,-0.020882115544312217,,,,
36.071263,,,0.0,,
36.071282,,0.0,,,
36.071303,,,,,-1.5020623207092285
36.071324,,,,-3.0962091142511423,
36.074856,-0.020893500557972303,,,,
36.074996,,,,,-1.531598687171936
36.075051,,,,-3.0530377382550404,
36.075063,,,0.0,,
36.075065,,0.0,,,
36.079346,-0.020913274529066144,,,,
36.079573,,,,,-1.4810248613357544
36.079619,,,,-3.01393089869383,
36.079637,,0.0,,,
36.079646,,,0.0,,
36.084790,-0.021049694955905453,,,,
36.085019,,,,,-1.3696784973144531
36.085057,,,,-2.98108843362836,
36.085073,,0.0,,,
36.085084,,,0.0,,
36.090061,-0.021149363759701667,,,,
36.090415,,,,,-1.2370319366455078
36.090469,,,,-2.952309646683702,
36.090497,,0.0,,,
36.090511,,,0.0,,
36.095898,-0.02141181828512898,,,,
36.096260,,,,,-1.1316938400268555
36.096317,,,,-2.9298146591368597,
36.096338,,0.0,,,
36.096354,,,0.0,,
36.100090,-0.02167806781510965,,,,
36.100457,,,,,-0.9333072900772095
36.100516,,,,-2.911940719646551,
36.100541,,0.0,,,
36.100557,,,0.0,,
36.104911,-0.02205317405464731,,,,
36.105255,,,,,-0.7394422292709351
36.105290,,,0.0,,
36.105296,,0.0,,,
36.105302,,,,-2.899954023989241,
36.109781,-0.022589867593325527,,,,
36.110247,,,,,-0.5406995415687561
36.110327,,,,-2.8954558589125092,
36.110348,,0.0,,,
36.110370,,,0.0,,
36.114799,-0.023148731948078656,,,,
36.115122,,,,,-0.3067581355571747
36.115169,,,,-2.897235676169129,
36.115197,,,0.0,,
36.115202,,0.0,,,
36.120070,-0.023855401743331183,,,,
36.120440,,,,,-0.15874984860420227
36.120513,,0.0,,,
36.120520,,,,-2.9077513152711636,
36.120542,,,0.0,,
36.124917,-0.024447022979492285,,,,
36.125259,,,,,0.07698243111371994
36.125305,,,,-2.9249281982021462,
36.125330,,,0.0,,
36.125336,,0.0,,,
36.129921,-0.025270738704653795,,,,
36.130273,,,0.0,,
36.130278,,0.0,,,
36.130283,,,,,0.16721221804618835
36.130288,,,,-2.9495647353969012,
36.134863,-0.026125213940405716,,,,
36.135073,,,0.0,,
36.135078,,0.0,,,
36.135083,,,,,0.3306625783443451
36.135088,,,,-2.9813853934943024,
36.140048,-0.02689020696353098,,,,
36.140297,,,0.0,,
36.140302,,0.0,,,
36.140306,,,,,0.3923605978488922
36.140312,,,,-3.0199226595880218,
36.144850,-0.027815588863306262,,,,
36.145097,,,0.0,,
36.145105,,0.0,,,
36.145114,,,,,0.5018308758735657
36.145122,,,,-3.0651493206307134,
36.149921,-0.028624124570254317,,,,
36.150020,,,,,0.5906810164451599
36.150025,,,,-3.1156721614557634,
36.150046,,,0.0,,
36.150051,,0.0,,,
36.155258,-0.0292335224066917,,,,
36.155635,,,0.0,,
36.155640,,0.0,,,
36.155651,,,,,0.8272864818572998
36.155668,,,,-3.1703836266276366,
36.164852,-0.029946783525642173,,,,
36.164974,,,,,0.9234078526496887
36.165005,,,,-3.229646748120615,
36.165026,,,0.0,,
36.165031,,0.0,,,
